,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
10,696310.1403040001,941.5782527411847,45.00001609038752,963.5420310417185,963.5420310417185,3335.992,0.0,0.0,0.0
